466	 4.8500000000e+002	 9.98291e-001
467	 4.8600000000e+002	 9.98368e-001
468	 4.8700000000e+002	 9.98479e-001
469	 4.8800000000e+002	 9.98507e-001
470	 4.8900000000e+002	 9.98533e-001
471	 4.9000000000e+002	 9.98558e-001
472	 4.9100000000e+002	 9.98554e-001
473	 4.9200000000e+002	 9.98550e-001
474	 4.9300000000e+002	 9.98503e-001
475	 4.9400000000e+002	 9.98412e-001
476	 4.9500000000e+002	 9.98382e-001
477	 4.9600000000e+002	 9.98386e-001
478	 4.9700000000e+002	 9.98348e-001
479	 4.9800000000e+002	 9.98351e-001
480	 4.9900000000e+002	 9.98285e-001
481	 5.0000000000e+002	 9.98207e-001
482	 5.0100000000e+002	 9.98093e-001
483	 5.0200000000e+002	 9.97929e-001
484	 5.0300000000e+002	 9.97783e-001
485	 5.0400000000e+002	 9.97574e-001
486	 5.0500000000e+002	 9.97304e-001
487	 5.0600000000e+002	 9.96972e-001
488	 5.0700000000e+002	 9.96554e-001
489	 5.0800000000e+002	 9.96088e-001
490	 5.0900000000e+002	 9.95392e-001
491	 5.1000000000e+002	 9.94452e-001
492	 5.1100000000e+002	 9.93084e-001
493	 5.1200000000e+002	 9.91321e-001
494	 5.1300000000e+002	 9.88771e-001
495	 5.1400000000e+002	 9.84946e-001
496	 5.1500000000e+002	 9.79488e-001
497	 5.1600000000e+002	 9.72285e-001
498	 5.1700000000e+002	 9.65278e-001
499	 5.1800000000e+002	 9.63132e-001
500	 5.1900000000e+002	 9.67907e-001
501	 5.2000000000e+002	 9.75353e-001
502	 5.2100000000e+002	 9.81984e-001
503	 5.2200000000e+002	 9.86991e-001
504	 5.2300000000e+002	 9.90561e-001
505	 5.2400000000e+002	 9.93015e-001
506	 5.2500000000e+002	 9.94657e-001
507	 5.2600000000e+002	 9.95754e-001
508	 5.2700000000e+002	 9.96533e-001
509	 5.2800000000e+002	 9.97131e-001
510	 5.2900000000e+002	 9.97613e-001
511	 5.3000000000e+002	 9.97991e-001
512	 5.3100000000e+002	 9.98336e-001
513	 5.3200000000e+002	 9.98609e-001
514	 5.3300000000e+002	 9.98780e-001
515	 5.3400000000e+002	 9.98889e-001
516	 5.3500000000e+002	 9.98987e-001
517	 5.3600000000e+002	 9.99077e-001
518	 5.3700000000e+002	 9.99175e-001
519	 5.3800000000e+002	 9.99259e-001
520	 5.3900000000e+002	 9.99318e-001
